,ACC,AGI,AWR,BCV,BKS,Blanket Coverage,CAR,CIT,CTH,ELU,FNM,Go Deep,IMP,INJ,JKM,JMP,KAC,KPW,KR,MCV,Move the Sticks,PAC,PBK,POW,PRC,PRS,PUR,PWM,Physical Front,Pick Specialist,Playmaker,Pound the Rock,RBK,RLS,RTE,Read and React,SFA,SPC,SPD,SPM,STA,STR,Secure Tackler,TAD,TAK,TAM,TAS,THP,TOR,TRK,Toughness,ZCV,id,ovr,player,pos,size
10,96,95,91,85,90,0,78,71,82,70,88,0,87,95,90,96,12,18,60,80,0,15,45,96,91,82,96,77,0,0,0,0,45,45,20,0,80,65,94,89,98,83,1,15,92,15,15,32,15,75,1,95,19,97,Sean Taylor,FS,Washington Redskins
11,96,95,91,85,90,0,78,71,82,70,88,0,87,95,90,96,12,18,60,80,0,15,45,96,91,82,96,77,0,0,0,0,45,45,20,1,80,65,94,89,98,83,1,15,92,15,15,32,15,75,0,95,20,97,Sean Taylor,FS,Washington Redskins
12,96,95,91,85,90,1,78,71,82,70,88,0,87,95,90,96,12,18,60,80,0,15,45,96,91,82,96,77,0,0,0,0,45,45,20,0,80,65,94,89,98,83,1,15,92,15,15,32,15,75,0,95,21,97,Sean Taylor,FS,Washington Redskins
13,96,95,91,85,90,0,78,71,82,70,88,0,87,95,90,96,12,18,60,80,0,15,45,96,91,82,96,77,1,0,0,0,45,45,20,0,80,65,94,89,98,83,1,15,92,15,15,32,15,75,0,95,22,97,Sean Taylor,FS,Washington Redskins
14,96,96,93,96,25,0,88,85,85,96,20,1,53,91,96,95,25,25,95,71,0,20,48,30,68,58,74,20,0,0,0,0,62,86,88,0,52,91,95,94,96,58,0,25,63,35,40,40,35,58,0,72,23,93,Devin Hester,WR,"Ht: 5' 11"" Wt: 190"
15,96,95,89,94,41,0,80,89,90,95,35,1,58,90,94,93,37,37,96,35,0,36,55,44,44,46,49,35,0,0,0,0,59,91,92,0,62,94,96,88,90,65,0,35,50,37,40,49,40,66,0,40,24,95,Tyreek Hill,WR,"Ht: 5' 10"" Wt: 185"
16,92,91,93,75,90,1,78,74,80,68,83,0,93,88,72,88,48,48,37,79,0,37,60,92,93,63,95,89,0,0,0,0,60,39,52,0,73,69,90,74,91,83,1,36,94,37,36,52,38,74,0,86,25,95,Anthony Barr,LOLB,"Ht: 6' 5"" Wt: 255"
17,97,95,91,91,39,0,94,88,91,95,32,0,54,94,94,95,34,35,81,34,0,40,61,41,34,34,42,31,0,0,0,0,50,80,90,0,81,86,94,94,93,74,0,38,45,42,43,44,46,82,1,37,26,97,Alvin Kamara,HB,"Ht: 5' 10"" Wt: 215"
18,94,94,90,63,70,0,66,73,81,65,65,0,68,88,67,94,40,43,63,97,0,34,49,78,90,96,91,59,1,0,0,0,49,40,46,0,45,75,96,64,95,73,0,33,80,34,33,39,35,40,0,93,27,97,Marshon Lattimore,CB,"Ht: 6' 1"" Wt: 192"
19,95,94,96,85,45,0,77,96,96,82,30,0,72,78,88,93,36,37,77,32,0,36,60,32,40,30,45,30,0,0,1,1,65,94,97,0,79,94,92,86,95,72,0,35,52,43,44,45,44,77,0,40,28,97,Keenan Allen,WR,"Ht: 6' 2"" Wt: 211"
20,86,81,95,68,96,0,77,79,82,55,88,0,93,88,58,89,44,44,44,60,0,45,61,92,95,56,93,96,0,0,0,0,61,73,67,0,65,79,82,56,96,96,0,44,93,45,44,48,46,69,1,74,29,97,J.J. Watt,RE,"Ht: 6' 5"" Wt: 289"
21,95,96,93,95,54,0,95,82,86,95,39,0,66,89,95,90,40,41,87,37,1,42,77,56,40,37,55,37,0,0,0,0,63,80,81,0,92,82,95,95,95,76,0,53,62,53,53,50,50,88,0,42,30,98,Todd Gurley II,HB,"Ht: 6' 1"" Wt: 227"
22,92,84,94,47,96,1,67,60,68,41,90,0,94,95,46,80,46,47,39,61,0,39,59,86,94,44,93,96,0,0,0,0,59,42,42,0,50,67,85,47,94,96,0,38,96,39,38,45,41,52,0,65,31,98,Aaron Donald,LE,"Ht: 6' 1"" Wt: 280"
23,75,74,98,72,53,0,72,43,56,72,40,0,55,96,73,51,44,45,45,41,1,98,45,41,46,40,52,40,0,0,0,0,54,44,43,0,60,52,70,65,96,71,0,93,58,96,98,95,87,57,0,45,32,98,Tom Brady,QB,"Ht: 6' 4"" Wt: 225"
24,83,78,98,38,53,0,65,49,61,47,49,0,96,98,38,76,46,44,38,38,0,38,99,53,49,38,65,56,0,0,0,0,95,56,47,0,38,47,75,38,98,96,0,37,63,38,37,40,39,38,1,38,33,99,Joe Thomas,LT,"Ht: 6' 6"" Wt: 312"
25,95,93,88,83,88,0,75,68,80,63,86,0,85,93,88,95,12,18,56,78,0,15,45,95,88,80,95,75,0,0,0,0,45,45,20,0,78,62,92,87,95,81,0,15,90,15,15,32,15,25,1,93,50,95,Sean Taylor,FS,"Ht: 6' 2"" Wt: 220"
26,89,85,82,79,60,0,72,85,83,75,40,1,60,88,81,88,49,47,59,43,0,40,55,41,47,47,56,40,0,0,0,0,59,83,82,0,68,82,84,78,84,60,0,40,57,41,43,49,43,69,0,46,51,86,Davante Adams,WR,
27,85,90,85,85,53,0,79,86,88,86,38,1,67,79,88,86,43,47,79,40,0,38,54,40,43,43,54,38,0,0,0,0,70,87,85,0,74,89,88,87,85,55,0,39,47,43,48,58,45,72,0,47,52,90,Amari Cooper,WR,
28,87,83,94,87,20,0,81,93,94,83,20,0,74,94,87,89,20,20,25,25,1,,69,25,20,25,50,20,0,0,0,0,79,90,92,0,75,92,84,79,93,78,0,,56,10,15,30,10,84,0,25,53,93,Tony Gonzalez,TE,"Ht: 6' 5"" Wt: 243"
29,90,86,93,67,85,0,65,68,72,50,74,0,45,86,72,84,20,20,15,79,0,15,45,93,93,78,94,82,1,0,0,0,45,35,25,0,80,66,84,58,93,84,1,15,93,15,15,20,15,52,0,86,54,93,Brian Urlacher,MLB,"Ht: 6' 4"" Wt: 258"
30,90,91,91,80,72,1,70,70,82,86,72,0,66,84,86,83,44,45,80,92,0,44,63,69,91,86,87,59,0,0,0,0,62,53,53,0,57,88,88,80,88,45,0,44,78,44,44,45,46,56,0,88,59,91,Janoris Jenkins,CB,
31,88,86,91,89,59,0,83,92,93,89,41,1,73,78,87,85,44,51,45,44,0,58,78,42,45,41,61,41,0,0,0,0,79,93,91,0,77,93,86,85,86,68,0,62,65,65,71,71,62,83,0,45,60,93,Jordan Reed,TE,"Ht: 6' 2"" Wt: 246"
32,98,96,95,83,86,0,83,84,85,88,83,0,86,97,92,97,54,52,68,94,0,31,45,95,95,95,97,68,0,0,0,0,45,60,45,0,80,80,96,86,99,85,1,36,90,44,52,46,50,86,1,97,61,99,Night Train Lane,CB,Detroit Lions
33,98,96,95,83,86,0,83,84,85,88,83,0,86,97,92,97,54,52,68,94,0,31,45,95,95,95,97,68,1,0,0,0,45,60,45,0,80,80,96,86,99,85,1,36,90,44,52,46,50,86,0,97,62,99,Night Train Lane,CB,Detroit Lions
34,98,96,95,83,86,0,83,84,85,88,83,0,86,97,92,97,54,52,68,94,0,31,45,95,95,95,97,68,0,0,0,0,45,60,45,1,80,80,96,86,99,85,1,36,90,44,52,46,50,86,0,97,63,99,Night Train Lane,CB,Detroit Lions
35,98,96,95,83,86,1,83,84,85,88,83,0,86,97,92,97,54,52,68,94,0,31,45,95,95,95,97,68,0,0,0,0,45,60,45,0,80,80,96,86,99,85,1,36,90,44,52,46,50,86,0,97,64,99,Night Train Lane,CB,Detroit Lions
36,91,88,95,51,86,0,66,53,84,46,64,0,82,93,62,96,27,30,46,84,0,27,53,97,95,82,93,81,0,0,0,0,53,38,27,0,53,50,91,53,94,84,1,26,90,27,26,37,29,69,1,93,65,96,Kam Chancellor,SS,"Ht: 6' 3"" Wt: 225"
37,80,81,69,68,15,0,69,57,62,69,15,0,42,76,67,77,35,35,57,35,0,32,54,15,35,15,35,15,0,0,0,0,36,59,63,0,70,51,78,68,76,65,0,31,25,42,51,42,54,57,1,35,101,73,LaDainian Tomlinson,HB,
38,80,81,70,69,15,0,70,58,63,70,15,0,43,77,68,78,35,35,58,35,0,33,55,15,35,15,35,15,0,0,0,0,37,60,65,0,71,52,79,69,77,65,0,32,25,43,52,43,55,58,1,35,102,74,LaDainian Tomlinson,HB,
39,81,82,71,71,15,0,71,59,64,71,15,0,44,78,69,78,35,35,59,35,0,33,56,15,35,15,35,15,0,0,0,0,37,61,66,0,72,52,79,71,78,66,0,33,25,44,53,44,56,59,1,35,103,75,LaDainian Tomlinson,HB,
40,81,82,72,72,15,0,72,60,65,72,15,0,44,79,70,79,35,35,60,35,0,34,57,15,35,15,35,15,0,0,0,0,38,62,67,0,73,53,80,72,79,66,0,33,25,44,54,44,57,60,1,35,104,76,LaDainian Tomlinson,HB,
41,82,83,74,73,15,0,74,61,66,74,15,0,45,80,71,79,35,35,61,35,0,35,58,15,35,15,35,15,0,0,0,0,39,63,68,0,74,54,80,73,80,67,0,34,25,45,55,45,58,61,1,35,105,77,LaDainian Tomlinson,HB,
42,83,83,75,74,15,0,75,62,67,75,15,0,46,81,72,80,35,35,61,35,0,35,59,15,35,15,35,15,0,0,0,0,39,64,69,0,75,55,81,74,81,67,0,34,25,46,56,46,59,62,1,35,106,78,LaDainian Tomlinson,HB,
43,83,84,76,75,15,0,76,63,69,76,15,0,47,82,74,81,35,35,63,35,0,36,60,15,35,15,35,15,0,0,0,0,40,65,70,0,77,56,81,75,82,68,0,35,25,47,57,47,60,63,1,35,107,79,LaDainian Tomlinson,HB,
44,84,85,77,76,15,0,77,64,70,77,15,0,47,83,75,81,35,35,64,35,0,36,61,15,35,15,35,15,0,0,0,0,41,66,71,0,78,57,82,76,83,68,0,35,25,47,58,47,61,64,1,35,108,80,LaDainian Tomlinson,HB,
45,85,86,79,79,15,0,79,66,72,79,15,0,49,84,77,82,35,35,65,35,0,37,63,15,35,15,35,15,0,0,0,0,42,68,73,0,80,58,83,79,84,69,0,36,25,49,59,49,63,66,1,35,109,82,LaDainian Tomlinson,HB,
46,86,87,82,81,15,0,82,68,74,82,15,0,50,85,79,83,35,35,67,35,0,38,65,15,35,15,35,15,0,0,0,0,43,70,75,0,83,60,84,81,85,70,0,37,25,50,61,50,65,68,1,35,110,84,LaDainian Tomlinson,HB,
47,87,88,84,83,15,0,84,70,76,84,15,0,52,86,82,85,35,35,69,35,0,40,67,15,35,15,35,15,0,0,0,0,44,72,78,0,85,62,85,83,86,71,0,39,25,52,63,52,67,70,1,35,111,86,LaDainian Tomlinson,HB,
48,88,89,85,85,15,0,85,71,77,85,15,0,52,87,83,85,35,35,70,35,0,40,68,15,35,15,35,15,0,0,0,0,45,73,79,0,86,63,86,85,87,71,0,39,25,52,64,52,68,71,1,35,112,87,LaDainian Tomlinson,HB,
49,88,89,86,86,15,0,86,72,78,86,15,0,53,88,84,86,35,35,71,35,0,41,68,15,35,15,35,15,0,0,0,0,45,74,80,0,87,64,87,86,88,72,0,40,25,53,65,53,68,72,1,35,113,88,LaDainian Tomlinson,HB,
50,89,90,88,87,15,0,88,73,79,88,15,0,54,89,85,86,35,35,72,35,0,41,69,15,35,15,35,15,0,0,0,0,46,75,81,0,88,64,87,87,89,72,0,40,25,54,65,54,69,73,1,35,114,89,LaDainian Tomlinson,HB,
51,90,90,89,88,15,0,89,74,80,89,15,0,54,90,86,87,35,35,73,35,0,42,70,15,35,15,35,15,0,0,0,0,46,76,82,0,89,65,88,88,90,73,0,41,25,54,66,54,70,74,1,35,115,90,LaDainian Tomlinson,HB,"Ht: 5' 10"" Wt: 215"
52,90,91,90,89,15,0,90,75,81,90,15,0,55,91,87,87,35,35,74,35,0,42,71,15,35,15,35,15,0,0,0,0,47,77,83,0,91,66,88,89,91,73,0,41,25,55,67,55,71,75,1,35,116,91,LaDainian Tomlinson,HB,"Ht: 5' 10"" Wt: 215"
53,91,92,91,90,15,0,91,76,82,91,15,0,56,92,88,88,35,35,75,35,0,43,72,15,35,15,35,15,0,0,0,0,48,78,84,0,92,67,89,90,92,74,0,42,25,56,68,56,72,76,1,35,117,92,LaDainian Tomlinson,HB,"Ht: 5' 10"" Wt: 215"
54,92,92,92,91,15,0,92,77,83,92,15,0,57,93,89,89,35,35,76,35,0,44,73,15,35,15,35,15,0,0,0,0,49,79,85,0,93,68,90,91,93,75,0,44,25,58,70,58,73,77,1,35,118,93,LaDainian Tomlinson,HB,"Ht: 5' 10"" Wt: 215"
55,93,93,92,92,15,0,92,78,84,93,15,0,58,94,90,90,35,35,77,35,0,45,73,15,35,15,35,15,0,0,0,0,50,80,85,0,94,69,91,91,94,76,0,46,25,60,72,60,74,78,1,35,119,94,LaDainian Tomlinson,HB,"Ht: 5' 10"" Wt: 215"
56,94,94,93,93,15,0,93,79,85,94,15,0,59,95,91,91,35,35,78,35,0,47,74,15,35,15,35,15,0,0,0,0,51,81,86,0,95,70,92,92,95,77,0,48,25,62,74,62,76,79,1,35,120,95,LaDainian Tomlinson,HB,"Ht: 5' 10"" Wt: 215"
57,95,95,94,94,15,0,94,80,86,95,15,0,60,96,92,92,35,35,79,35,0,48,75,15,35,15,35,15,0,0,0,0,52,82,87,0,96,71,93,93,96,78,0,50,25,64,76,64,78,80,1,35,121,96,LaDainian Tomlinson,HB,"Ht: 5' 10"" Wt: 215"
58,96,96,95,95,15,0,95,81,87,95,15,0,61,97,93,93,35,35,80,35,0,50,76,15,35,15,35,15,0,0,0,0,53,83,88,0,97,72,94,94,97,79,0,52,25,66,78,66,80,81,1,35,122,97,LaDainian Tomlinson,HB,"Ht: 5' 10"" Wt: 215"
59,97,97,96,96,15,0,96,82,88,96,15,0,62,98,94,94,35,35,81,35,0,52,77,15,35,15,35,15,0,0,0,0,54,84,89,0,98,73,95,95,98,80,0,54,25,68,80,68,82,81,1,35,123,98,LaDainian Tomlinson,HB,"Ht: 5' 10"" Wt: 215"
