,ACC,AGI,AWR,BCV,BKS,Blanket Coverage,CAR,CIT,CTH,ELU,FNM,Go Deep,IMP,INJ,JKM,JMP,KAC,KPW,KR,MCV,Move the Sticks,PAC,PBK,POW,PRC,PRS,PUR,PWM,Physical Front,Pick Specialist,Playmaker,Pound the Rock,RBK,RLS,RTE,Read and React,SFA,SPC,SPD,SPM,STA,STR,Secure Tackler,TAD,TAK,TAM,TAS,THP,TOR,TRK,Toughness,ZCV,id,ovr,player,pos,size
20,94.0,96.0,92.0,93.0,43.0,0.0,90.0,82.0,82.0,94.0,38.0,1.0,53.0,88.0,93.0,72.0,39.0,41.0,92.0,39.0,0.0,43.0,74.0,40.0,47.0,38.0,54.0,38.0,0.0,0.0,0.0,0.0,55.0,78.0,87.0,0.0,74.0,76.0,90.0,88.0,87.0,67.0,0.0,44.0,48.0,50.0,53.0,39.0,44.0,66.0,0.0,43.0,34021.0,92.0,Darren Sproles,HB,
21,84.0,65.0,90.0,31.0,32.0,0.0,46.0,34.0,44.0,37.0,31.0,0.0,87.0,92.0,31.0,73.0,39.0,32.0,31.0,35.0,0.0,31.0,90.0,38.0,43.0,34.0,38.0,31.0,0.0,0.0,0.0,1.0,92.0,40.0,34.0,0.0,31.0,34.0,70.0,31.0,87.0,85.0,0.0,30.0,52.0,31.0,30.0,33.0,32.0,31.0,0.0,32.0,34022.0,91.0,Ryan Schraeder,RT,
22,93.0,94.0,86.0,84.0,52.0,0.0,82.0,85.0,88.0,85.0,39.0,0.0,60.0,85.0,85.0,88.0,49.0,52.0,84.0,41.0,1.0,53.0,60.0,40.0,45.0,44.0,52.0,39.0,0.0,0.0,0.0,0.0,71.0,86.0,85.0,0.0,62.0,85.0,92.0,83.0,89.0,57.0,0.0,54.0,54.0,62.0,67.0,69.0,72.0,60.0,0.0,46.0,34023.0,90.0,Randall Cobb,WR,
23,94.0,90.0,86.0,81.0,49.0,0.0,80.0,86.0,86.0,77.0,31.0,0.0,64.0,88.0,82.0,93.0,42.0,38.0,72.0,36.0,0.0,31.0,54.0,34.0,39.0,38.0,51.0,31.0,0.0,0.0,0.0,1.0,70.0,88.0,86.0,0.0,70.0,87.0,91.0,74.0,89.0,68.0,0.0,31.0,55.0,34.0,36.0,42.0,36.0,66.0,0.0,37.0,34024.0,90.0,Allen Robinson,WR,
24,88.0,78.0,94.0,43.0,90.0,0.0,66.0,54.0,76.0,43.0,87.0,0.0,94.0,90.0,43.0,70.0,54.0,58.0,43.0,73.0,0.0,44.0,62.0,93.0,94.0,54.0,94.0,95.0,1.0,0.0,0.0,0.0,62.0,47.0,45.0,0.0,43.0,54.0,82.0,43.0,95.0,87.0,0.0,43.0,92.0,44.0,43.0,58.0,45.0,52.0,0.0,78.0,34025.0,92.0,Ryan Kerrigan,ROLB,
25,91.0,87.0,91.0,58.0,80.0,0.0,68.0,52.0,74.0,67.0,66.0,0.0,90.0,92.0,71.0,72.0,41.0,41.0,32.0,79.0,0.0,31.0,54.0,92.0,91.0,76.0,90.0,74.0,0.0,0.0,0.0,0.0,54.0,44.0,34.0,0.0,67.0,52.0,83.0,61.0,92.0,83.0,0.0,30.0,89.0,31.0,30.0,43.0,33.0,53.0,1.0,84.0,34026.0,91.0,Brian Cushing,MLB,
26,91.0,89.0,88.0,60.0,71.0,0.0,70.0,64.0,78.0,56.0,73.0,0.0,76.0,93.0,66.0,87.0,36.0,38.0,45.0,81.0,0.0,38.0,55.0,88.0,88.0,88.0,85.0,71.0,0.0,0.0,0.0,0.0,55.0,45.0,38.0,1.0,55.0,56.0,87.0,65.0,88.0,69.0,0.0,35.0,77.0,35.0,38.0,45.0,40.0,62.0,0.0,87.0,34027.0,90.0,George Iloka,FS,
27,92.0,91.0,93.0,47.0,69.0,0.0,58.0,64.0,70.0,43.0,67.0,0.0,58.0,91.0,53.0,93.0,25.0,25.0,47.0,84.0,0.0,22.0,36.0,62.0,93.0,84.0,87.0,55.0,1.0,0.0,0.0,0.0,36.0,24.0,22.0,0.0,27.0,62.0,88.0,51.0,92.0,58.0,0.0,22.0,68.0,22.0,22.0,27.0,24.0,31.0,0.0,92.0,34028.0,90.0,Tramon Williams Sr,CB,
28,86.0,65.0,86.0,23.0,40.0,0.0,48.0,23.0,55.0,24.0,23.0,0.0,86.0,88.0,23.0,76.0,40.0,32.0,23.0,24.0,0.0,23.0,85.0,30.0,23.0,23.0,31.0,23.0,0.0,0.0,0.0,1.0,86.0,26.0,23.0,0.0,23.0,24.0,78.0,23.0,78.0,89.0,0.0,22.0,46.0,23.0,22.0,26.0,25.0,30.0,0.0,24.0,34029.0,88.0,Trai Turner,RG,
29,81.0,73.0,84.0,18.0,56.0,0.0,54.0,26.0,50.0,18.0,36.0,0.0,92.0,90.0,18.0,83.0,30.0,30.0,18.0,22.0,0.0,19.0,84.0,55.0,31.0,18.0,58.0,58.0,0.0,0.0,0.0,1.0,84.0,47.0,30.0,0.0,22.0,30.0,71.0,18.0,84.0,86.0,0.0,18.0,55.0,19.0,18.0,32.0,22.0,30.0,0.0,25.0,34030.0,87.0,T.J. Clemmings,RT,
30,84.0,78.0,76.0,71.0,53.0,0.0,75.0,83.0,84.0,62.0,31.0,0.0,73.0,90.0,75.0,84.0,36.0,36.0,45.0,34.0,0.0,32.0,73.0,36.0,39.0,36.0,48.0,31.0,0.0,0.0,0.0,1.0,79.0,83.0,79.0,0.0,73.0,85.0,80.0,72.0,84.0,71.0,0.0,31.0,50.0,34.0,36.0,45.0,36.0,70.0,0.0,39.0,34031.0,86.0,Crockett Gillmore,TE,
31,94.0,88.0,78.0,82.0,31.0,0.0,87.0,56.0,65.0,74.0,17.0,0.0,55.0,84.0,81.0,74.0,22.0,22.0,56.0,19.0,1.0,22.0,61.0,18.0,22.0,17.0,32.0,17.0,0.0,0.0,0.0,0.0,53.0,62.0,53.0,0.0,85.0,51.0,89.0,78.0,87.0,82.0,0.0,24.0,50.0,29.0,31.0,27.0,25.0,84.0,0.0,18.0,34032.0,85.0,Stevan Ridley,HB,
32,81.0,74.0,88.0,49.0,89.0,0.0,63.0,45.0,64.0,39.0,81.0,0.0,85.0,86.0,44.0,85.0,35.0,38.0,20.0,64.0,0.0,20.0,49.0,89.0,88.0,68.0,90.0,88.0,1.0,0.0,0.0,0.0,49.0,33.0,20.0,0.0,48.0,45.0,83.0,60.0,90.0,83.0,0.0,19.0,88.0,20.0,19.0,34.0,23.0,61.0,0.0,74.0,34033.0,88.0,John Simon,LOLB,
33,91.0,87.0,84.0,62.0,72.0,0.0,66.0,71.0,73.0,58.0,68.0,0.0,74.0,89.0,62.0,86.0,34.0,35.0,52.0,71.0,0.0,30.0,52.0,88.0,84.0,80.0,82.0,67.0,0.0,0.0,0.0,0.0,52.0,42.0,39.0,1.0,63.0,71.0,88.0,65.0,88.0,70.0,0.0,29.0,82.0,30.0,29.0,39.0,32.0,65.0,0.0,82.0,34034.0,87.0,Calvin Pryor III,SS,
34,86.0,78.0,86.0,30.0,83.0,0.0,48.0,42.0,50.0,25.0,88.0,0.0,84.0,86.0,34.0,82.0,31.0,32.0,25.0,56.0,0.0,25.0,49.0,76.0,86.0,44.0,86.0,79.0,0.0,0.0,0.0,0.0,49.0,52.0,25.0,0.0,33.0,42.0,85.0,42.0,77.0,75.0,0.0,24.0,82.0,25.0,24.0,25.0,26.0,42.0,1.0,60.0,34035.0,86.0,Jacquies Smith,LE,
35,84.0,73.0,86.0,33.0,80.0,1.0,35.0,38.0,50.0,21.0,86.0,0.0,73.0,88.0,49.0,85.0,28.0,29.0,21.0,60.0,0.0,21.0,44.0,84.0,86.0,42.0,83.0,79.0,0.0,0.0,0.0,0.0,44.0,25.0,21.0,0.0,21.0,38.0,77.0,37.0,83.0,80.0,0.0,20.0,80.0,21.0,20.0,25.0,23.0,27.0,0.0,65.0,34036.0,85.0,Willie Young,RE,
36,95.0,96.0,91.0,96.0,37.0,0.0,95.0,85.0,86.0,96.0,37.0,1.0,56.0,84.0,96.0,92.0,44.0,44.0,78.0,39.0,0.0,42.0,70.0,42.0,42.0,42.0,50.0,37.0,0.0,0.0,0.0,0.0,55.0,77.0,87.0,0.0,76.0,83.0,94.0,96.0,95.0,66.0,0.0,44.0,49.0,50.0,50.0,46.0,44.0,76.0,0.0,42.0,34037.0,96.0,Jamaal Charles,HB,"Ht: 5' 11"" Wt: 199"
37,88.0,85.0,93.0,59.0,91.0,0.0,61.0,59.0,70.0,60.0,89.0,0.0,94.0,92.0,58.0,81.0,52.0,49.0,46.0,66.0,0.0,47.0,64.0,95.0,93.0,70.0,95.0,96.0,0.0,0.0,0.0,0.0,64.0,50.0,51.0,0.0,60.0,63.0,84.0,59.0,89.0,88.0,0.0,46.0,95.0,47.0,46.0,58.0,49.0,64.0,1.0,72.0,34038.0,96.0,Robert Quinn,RE,"Ht: 6' 4"" Wt: 264"
38,91.0,91.0,82.0,81.0,42.0,0.0,80.0,89.0,90.0,82.0,27.0,0.0,54.0,87.0,84.0,93.0,35.0,36.0,73.0,33.0,1.0,30.0,54.0,29.0,30.0,33.0,27.0,27.0,0.0,0.0,0.0,0.0,69.0,85.0,90.0,0.0,71.0,91.0,91.0,81.0,86.0,65.0,0.0,33.0,44.0,36.0,39.0,42.0,35.0,65.0,0.0,30.0,34039.0,92.0,Marvin Jones Jr,WR,
39,85.0,82.0,94.0,84.0,54.0,0.0,80.0,95.0,93.0,64.0,38.0,0.0,72.0,92.0,76.0,70.0,43.0,43.0,38.0,38.0,1.0,38.0,74.0,45.0,48.0,45.0,54.0,38.0,0.0,0.0,0.0,0.0,78.0,85.0,88.0,0.0,81.0,83.0,81.0,70.0,95.0,84.0,0.0,37.0,45.0,40.0,42.0,47.0,42.0,80.0,0.0,41.0,34040.0,91.0,Jason Witten,TE,
40,84.0,65.0,84.0,20.0,28.0,0.0,50.0,23.0,50.0,22.0,20.0,0.0,87.0,89.0,20.0,46.0,32.0,32.0,20.0,22.0,0.0,20.0,92.0,28.0,23.0,20.0,35.0,20.0,0.0,0.0,0.0,1.0,87.0,27.0,23.0,0.0,36.0,23.0,72.0,20.0,74.0,88.0,0.0,20.0,37.0,20.0,20.0,36.0,23.0,28.0,0.0,23.0,34041.0,90.0,Jeremy Zuttah,RG,
41,93.0,91.0,80.0,81.0,61.0,0.0,76.0,84.0,88.0,79.0,55.0,1.0,70.0,92.0,80.0,93.0,57.0,57.0,77.0,57.0,0.0,60.0,68.0,56.0,58.0,57.0,61.0,55.0,0.0,0.0,0.0,0.0,73.0,81.0,84.0,0.0,74.0,86.0,91.0,81.0,94.0,61.0,0.0,60.0,66.0,59.0,60.0,61.0,61.0,69.0,0.0,58.0,34042.0,90.0,Torrey Smith,WR,
42,94.0,96.0,88.0,68.0,60.0,0.0,69.0,60.0,83.0,69.0,67.0,0.0,69.0,94.0,79.0,94.0,34.0,34.0,60.0,89.0,0.0,33.0,55.0,74.0,88.0,90.0,84.0,54.0,0.0,0.0,0.0,0.0,55.0,37.0,41.0,0.0,41.0,59.0,90.0,79.0,89.0,68.0,0.0,32.0,77.0,33.0,32.0,38.0,36.0,45.0,1.0,86.0,34043.0,92.0,Vontae Davis,CB,
43,80.0,64.0,93.0,30.0,91.0,0.0,51.0,37.0,49.0,34.0,74.0,0.0,94.0,82.0,30.0,65.0,33.0,34.0,30.0,46.0,0.0,30.0,53.0,77.0,93.0,31.0,86.0,86.0,1.0,0.0,0.0,0.0,53.0,35.0,32.0,0.0,30.0,37.0,63.0,30.0,84.0,91.0,0.0,30.0,91.0,30.0,30.0,39.0,31.0,30.0,0.0,43.0,34044.0,91.0,Kyle Williams,DT,
44,92.0,91.0,85.0,76.0,62.0,0.0,67.0,58.0,79.0,79.0,56.0,0.0,58.0,85.0,80.0,92.0,37.0,36.0,80.0,92.0,0.0,36.0,54.0,65.0,85.0,82.0,81.0,49.0,0.0,0.0,0.0,0.0,54.0,43.0,51.0,1.0,43.0,75.0,88.0,79.0,86.0,42.0,0.0,35.0,74.0,36.0,35.0,42.0,37.0,50.0,0.0,88.0,34045.0,90.0,Adam Jones,CB,
45,87.0,84.0,91.0,25.0,91.0,1.0,40.0,13.0,51.0,28.0,92.0,0.0,79.0,83.0,13.0,84.0,18.0,18.0,14.0,73.0,0.0,14.0,33.0,86.0,91.0,52.0,91.0,85.0,0.0,0.0,0.0,0.0,33.0,17.0,13.0,0.0,13.0,14.0,82.0,13.0,87.0,87.0,0.0,13.0,90.0,14.0,13.0,26.0,17.0,30.0,0.0,79.0,34046.0,90.0,Elvis Dumervil,LOLB,
46,92.0,76.0,77.0,87.0,36.0,0.0,88.0,70.0,75.0,76.0,31.0,0.0,82.0,74.0,85.0,91.0,39.0,39.0,72.0,32.0,1.0,39.0,54.0,33.0,36.0,33.0,48.0,31.0,0.0,0.0,0.0,0.0,44.0,70.0,75.0,0.0,86.0,70.0,92.0,84.0,86.0,76.0,0.0,38.0,45.0,52.0,54.0,59.0,52.0,84.0,0.0,33.0,34047.0,88.0,Darren McFadden,HB,
47,80.0,64.0,84.0,16.0,29.0,0.0,42.0,20.0,38.0,20.0,16.0,0.0,85.0,87.0,16.0,65.0,17.0,20.0,16.0,16.0,0.0,16.0,86.0,26.0,26.0,16.0,33.0,16.0,0.0,0.0,0.0,0.0,85.0,23.0,20.0,0.0,16.0,20.0,64.0,16.0,81.0,84.0,0.0,15.0,38.0,16.0,15.0,30.0,19.0,26.0,1.0,23.0,34048.0,87.0,Anthony Steen,C,
48,71.0,55.0,82.0,42.0,29.0,0.0,73.0,24.0,33.0,31.0,20.0,0.0,28.0,79.0,46.0,45.0,23.0,29.0,21.0,21.0,0.0,84.0,26.0,22.0,34.0,20.0,31.0,20.0,0.0,0.0,0.0,0.0,28.0,27.0,24.0,0.0,30.0,24.0,65.0,39.0,92.0,65.0,0.0,82.0,30.0,83.0,86.0,86.0,82.0,29.0,1.0,34.0,34049.0,86.0,Matt Schaub,QB,
49,83.0,68.0,76.0,21.0,32.0,0.0,57.0,24.0,60.0,33.0,21.0,0.0,86.0,86.0,21.0,77.0,31.0,30.0,22.0,23.0,1.0,21.0,84.0,32.0,21.0,21.0,31.0,21.0,0.0,0.0,0.0,0.0,84.0,28.0,24.0,0.0,21.0,24.0,72.0,21.0,86.0,83.0,0.0,20.0,34.0,21.0,20.0,25.0,24.0,21.0,0.0,23.0,34050.0,85.0,Eric Winston,RT,
50,89.0,85.0,84.0,61.0,86.0,0.0,63.0,63.0,74.0,58.0,78.0,0.0,78.0,91.0,51.0,68.0,35.0,30.0,27.0,76.0,0.0,27.0,47.0,83.0,84.0,68.0,87.0,88.0,0.0,0.0,0.0,0.0,47.0,37.0,30.0,1.0,47.0,57.0,83.0,54.0,85.0,74.0,0.0,26.0,88.0,27.0,26.0,35.0,29.0,54.0,0.0,83.0,34051.0,88.0,Akeem Ayers,LOLB,
51,94.0,85.0,85.0,68.0,67.0,0.0,66.0,50.0,60.0,55.0,59.0,0.0,69.0,85.0,71.0,91.0,38.0,38.0,61.0,84.0,0.0,29.0,49.0,79.0,85.0,78.0,79.0,51.0,1.0,0.0,0.0,0.0,49.0,49.0,45.0,0.0,49.0,50.0,91.0,66.0,91.0,72.0,0.0,28.0,79.0,29.0,28.0,44.0,31.0,45.0,0.0,85.0,34052.0,87.0,Tyvon Branch,SS,
52,90.0,81.0,86.0,31.0,81.0,0.0,52.0,40.0,52.0,37.0,90.0,0.0,85.0,87.0,55.0,85.0,34.0,41.0,31.0,59.0,0.0,32.0,53.0,80.0,86.0,46.0,85.0,75.0,1.0,0.0,0.0,0.0,53.0,36.0,34.0,0.0,53.0,45.0,83.0,58.0,84.0,74.0,0.0,31.0,87.0,32.0,31.0,37.0,34.0,55.0,0.0,72.0,34053.0,86.0,Michael Johnson,RE,
53,80.0,56.0,77.0,21.0,82.0,0.0,39.0,21.0,39.0,20.0,67.0,0.0,82.0,86.0,20.0,55.0,28.0,28.0,20.0,25.0,0.0,20.0,40.0,82.0,77.0,21.0,84.0,81.0,0.0,0.0,0.0,0.0,40.0,25.0,21.0,1.0,34.0,31.0,63.0,20.0,74.0,93.0,0.0,20.0,85.0,20.0,20.0,28.0,22.0,25.0,0.0,32.0,34054.0,85.0,Ahtyba Rubin,DT,
54,79.0,64.0,96.0,28.0,38.0,0.0,54.0,28.0,40.0,28.0,28.0,0.0,96.0,89.0,28.0,72.0,44.0,37.0,28.0,28.0,1.0,28.0,97.0,38.0,34.0,28.0,47.0,28.0,0.0,0.0,0.0,0.0,94.0,32.0,28.0,0.0,28.0,28.0,67.0,28.0,90.0,93.0,0.0,28.0,50.0,28.0,28.0,42.0,29.0,47.0,0.0,28.0,34055.0,96.0,Kelechi Osemele,LG,"Ht: 6' 5"" Wt: 330"
55,95.0,87.0,96.0,75.0,83.0,0.0,70.0,71.0,86.0,53.0,78.0,0.0,85.0,94.0,68.0,90.0,52.0,57.0,68.0,85.0,0.0,38.0,57.0,92.0,96.0,86.0,97.0,70.0,0.0,0.0,0.0,0.0,57.0,46.0,43.0,1.0,49.0,71.0,90.0,60.0,95.0,69.0,0.0,38.0,88.0,38.0,38.0,49.0,40.0,46.0,0.0,95.0,34056.0,96.0,Patrick Chung,SS,"Ht: 5' 11"" Wt: 215"
56,90.0,83.0,87.0,78.0,55.0,0.0,80.0,87.0,89.0,65.0,38.0,0.0,82.0,87.0,79.0,93.0,49.0,49.0,66.0,42.0,0.0,39.0,81.0,40.0,44.0,43.0,61.0,38.0,0.0,0.0,0.0,1.0,84.0,85.0,85.0,0.0,85.0,87.0,80.0,73.0,87.0,83.0,0.0,38.0,49.0,41.0,43.0,52.0,43.0,80.0,0.0,44.0,34057.0,92.0,Martellus Bennett,TE,
